artistName|artistUri|songName|songUri|songDuration|songPopularity|played_at
Bondi|spotify:artist:0ZPxafqcgMv07OtNWFapKk|Lagos - Mollono.Bass Remix|spotify:track:2wXyJs3IVTm8ln06XCf7n2|385872|10|2021-04-14T18:14:27.870Z
ZHU|spotify:artist:28j8lBWDdDSHSSt5oPlsX2|Working For It|spotify:track:0P6RjFd2HgG2AXJadQuGfE|231813|57|2021-04-14T18:08:01.508Z
Dance Spirit|spotify:artist:3Ws2v9GjQHbdlJyTtXKwhH|Gone Beyond - Original Mix|spotify:track:7h1O23WciCqFCaEI58YO3B|544480|0|2021-04-14T18:04:09.221Z
Dachshund|spotify:artist:0UusOWDKVBRFrZoKJdVuWv|Shall We|spotify:track:2zEpYfMqC4ONBgRK6tzZg6|409160|8|2021-04-14T17:55:04.285Z
Redondo|spotify:artist:3T0HSMgUpuH1hXbT1JPwQF|Sunshine (Brighten Up My Days)|spotify:track:7n9CuRN3iTZD1F4jhkua14|299927|26|2021-04-14T17:48:15.182Z
Disclosure|spotify:artist:6nS5roXSAGhTGr34W6n7Et|Holding On|spotify:track:19Az4r4Tb5VKSnajMPg8hb|315000|55|2021-04-14T17:43:14.290Z
Sébastien Léger|spotify:artist:17j0kFtqn9Fss3D916jSlp|Oracle - original|spotify:track:0v6xtGeecvTm91f3Bsc22k|535991|14|2021-04-14T17:37:58.892Z
Goldroom|spotify:artist:4eZebkMFU3xelF8mbZYXyl|Missing You Lately|spotify:track:3UmTiMo3E4n5emnvOUsJlf|220986|4|2021-04-14T17:29:02.314Z
Benjamin Francis Leftwich|spotify:artist:7D5oTJSXSHf51auG0106CQ|Shine|spotify:track:2im8Pxe6JuPf6dhpxhl2nX|182613|53|2021-04-14T17:25:20.834Z
The Shins|spotify:artist:4LG4Bs1Gadht7TCrMytQUO|Bait And Switch|spotify:track:3kQoWDsseAkLlx2grDjVcm|203266|35|2021-04-14T17:22:17.722Z
Mat Zo|spotify:artist:2n7USVO8fO8FF8zq4kG2N1|Sinful - Mason Remix|spotify:track:75KgSrPoEuwh3vB5tPqybq|354193|11|2021-04-14T17:18:53.971Z
OBESØN|spotify:artist:0eu5ptO2xQT6A8p6FBWJ6C|Melting into You|spotify:track:49eMxqAg2v3UNK2yi5kkq7|221663|22|2021-04-14T17:12:59.305Z
Neon Cassettes|spotify:artist:6ofBgeeVarr7r8vdjbuB19|Go up High|spotify:track:3genr9NTp4WKeR3xEO0zdY|248131|29|2021-04-14T17:09:17.271Z
Of Monsters and Men|spotify:artist:4dwdTW1Lfiq0cM8nBAqIIz|Black Water|spotify:track:1by4gNStpbaNOxPAFUnQHK|253293|41|2021-04-14T17:05:08.526Z
AKMusique|spotify:artist:5m5LyE4hfKsQ3uVWQSCrzL|707 Ocean Drive - orginal|spotify:track:1jYG0UXMZRElGVGf5vkVIQ|290786|35|2021-04-14T17:00:53.663Z
Bob Benco|spotify:artist:50ArneVSXK5g0vQXpUGU0h|Pickety|spotify:track:0a8IThCqLq8VxQOzcX0Tas|157156|32|2021-04-14T12:58:49.453Z
Fridrik Karlsson|spotify:artist:0CdGjIAXD1VXc4i4jUY1L7|Chillout Zone|spotify:track:2L7vJ0mh9R0MPgsrCB9qyh|636266|41|2021-04-14T12:56:11.777Z
Deep Deluxe|spotify:artist:6phrdaBviOOj3QTnBxj83l|Never Been - Chill Mix|spotify:track:0GzlkW3cuVSlwA9abs7zcc|310169|34|2021-04-13T20:22:47.794Z
Electribe 101|spotify:artist:03E0TlGIGYR5G3vzkjGrtv|Talking with Myself '98 (Canny Remix)|spotify:track:1mqgumZf8MUmNsy9tIWWI3|423693|44|2021-04-13T20:17:37.146Z
Jobarpopoulos|spotify:artist:6KmgiX5k5l3j6fEfUMs1Kz|Kata|spotify:track:3i54lbOhu3W4IJRMKXiFuj|253338|36|2021-04-13T20:10:32.972Z
Bob Benco|spotify:artist:50ArneVSXK5g0vQXpUGU0h|Pickety|spotify:track:0a8IThCqLq8VxQOzcX0Tas|157156|32|2021-04-13T20:06:19.143Z
AKMusique|spotify:artist:5m5LyE4hfKsQ3uVWQSCrzL|707 Ocean Drive - orginal|spotify:track:1jYG0UXMZRElGVGf5vkVIQ|290786|36|2021-04-13T20:03:41.363Z
Osunlade|spotify:artist:4mHngi71hWNKTRuyl3W9FY|Tom's Bar|spotify:track:4KvzDmumgsIpFGAJf9cjG9|250430|47|2021-04-13T19:58:48.883Z
nimino|spotify:artist:5x0R3zoC09GMiRJomoexLV|How You Holding Up|spotify:track:2OolzGY8DXkFiF0ZxasiSP|188235|38|2021-04-13T19:54:37.983Z
Gary Moore|spotify:artist:23wr9RJZg0PmYvVFyNkQ4j|Still Got The Blues|spotify:track:0DnGfA1r8pAssJCuq4ojla|370866|69|2021-04-12T23:27:41.022Z
Joe Satriani|spotify:artist:2yzxX2DI9LFK8VFTyW2zZ8|Sleep Walk|spotify:track:3k7TZbHpOwbF2bpMwwGHQK|163240|40|2021-04-12T23:22:18.827Z
Eric Johnson|spotify:artist:4CxobvwTpmfpIEbkYh4pAb|Manhattan|spotify:track:21i2hxJAkQCWlSWejTkN0T|292600|46|2021-04-12T23:19:36.824Z
Stevie Ray Vaughan|spotify:artist:5fsDcuclIe8ZiBD5P787K1|Superstition - Live|spotify:track:2LJeMUu1NY1h7tIN7VkfoK|283466|37|2021-04-12T23:14:46.704Z
The Doobie Brothers|spotify:artist:39T6qqI0jDtSWWioX8eGJz|Long Train Runnin'|spotify:track:4nXkbcTj3nyww1cHkw5RAP|207266|74|2021-04-12T23:10:04.678Z
Jonny Lang|spotify:artist:5rX1EodZfwxmW4fQX2Caot|Lie To Me|spotify:track:6DCALWbYX0BCOAGy0hMmRs|251306|54|2021-04-12T23:06:38.750Z
Stevie Ray Vaughan|spotify:artist:5fsDcuclIe8ZiBD5P787K1|Lenny|spotify:track:0h4jHdNzUrV9eGR2PT5R8c|297373|57|2021-04-12T23:04:23.004Z
Jonny Lang|spotify:artist:5rX1EodZfwxmW4fQX2Caot|Lie To Me|spotify:track:6DCALWbYX0BCOAGy0hMmRs|251306|54|2021-04-12T21:28:50.879Z
B.B. King|spotify:artist:5xLSa7l4IV1gsQfhAMvl0U|The Thrill Is Gone|spotify:track:3cg0dJfrQB66Qf2YthPb6G|301133|65|2021-04-12T21:26:54.494Z
Two Another|spotify:artist:35RvGPQ1OxbEZknWyiaAcs|Keeping Me Under|spotify:track:79ZQoLroAAQYHM9sJ1kbGh|218926|63|2021-04-12T21:21:46.002Z
B.B. King|spotify:artist:5xLSa7l4IV1gsQfhAMvl0U|The Thrill Is Gone|spotify:track:3cg0dJfrQB66Qf2YthPb6G|301133|65|2021-04-12T21:21:43.037Z
Stevie Ray Vaughan|spotify:artist:5fsDcuclIe8ZiBD5P787K1|Mary Had a Little Lamb|spotify:track:0nFZ2HQRnIxiwraCm2X6Uq|166960|60|2021-04-12T20:35:01.875Z
Thin Lizzy|spotify:artist:6biWAmrHyiMkX49LkycGqQ|Still In Love With You|spotify:track:0RW2GdRcn5qTrZPhXQLqML|340040|37|2021-04-12T20:32:13.663Z
Gary Moore|spotify:artist:23wr9RJZg0PmYvVFyNkQ4j|Still Got The Blues|spotify:track:0DnGfA1r8pAssJCuq4ojla|370866|69|2021-04-12T20:26:33.124Z
Joe Satriani|spotify:artist:2yzxX2DI9LFK8VFTyW2zZ8|Sleep Walk|spotify:track:3k7TZbHpOwbF2bpMwwGHQK|163240|40|2021-04-12T20:20:21.782Z
Eric Johnson|spotify:artist:4CxobvwTpmfpIEbkYh4pAb|Manhattan|spotify:track:21i2hxJAkQCWlSWejTkN0T|292600|46|2021-04-12T20:17:38.048Z
Birdy|spotify:artist:2WX2uTcsvV5OnS0inACecP|Not About Angels|spotify:track:5sF7hdYvhrcgNq8NZjfK8L|189475|75|2021-04-12T08:03:18.116Z
Ben Howard|spotify:artist:5schNIzWdI9gJ1QRK8SBnc|Only Love|spotify:track:2uhEKg8kIzpdvz4gyy6x8W|249173|73|2021-04-11T21:00:32.829Z
Disclosure|spotify:artist:6nS5roXSAGhTGr34W6n7Et|You & Me - Flume Remix|spotify:track:1snNAXmmPXCn0dkF9DaPWw|282812|68|2021-04-11T20:56:23.641Z
Moods|spotify:artist:14uVJsPC4DByeuD0cq36ez|Love Is Real|spotify:track:2jc8OuPiEPg8T5DhsiRmfk|202213|58|2021-04-11T20:51:40.842Z
Bee Gees|spotify:artist:1LZEQNv7sE11VDY3SdxQeN|How Deep Is Your Love|spotify:track:2JoZzpdeP2G6Csfdq5aLXP|245200|76|2021-04-11T20:48:18.636Z
Gavin James|spotify:artist:25tMQOrIU4LlUo6Sv8v5SE|Nervous|spotify:track:4HLnKxeTmOuyD81L4lX3t7|216133|46|2021-04-11T20:44:13.484Z
Elderbrook|spotify:artist:2vf4pRsEY6LpL5tKmqWb64|Numb|spotify:track:7rBpjxstrSsuOLqnuOC028|230040|63|2021-04-11T20:40:37.312Z
Two Another|spotify:artist:35RvGPQ1OxbEZknWyiaAcs|Keeping Me Under|spotify:track:79ZQoLroAAQYHM9sJ1kbGh|218926|63|2021-04-11T20:36:47.264Z
Two Another|spotify:artist:35RvGPQ1OxbEZknWyiaAcs|Keeping Me Under|spotify:track:79ZQoLroAAQYHM9sJ1kbGh|218926|63|2021-04-11T20:33:31.027Z
Two Another|spotify:artist:35RvGPQ1OxbEZknWyiaAcs|Keeping Me Under|spotify:track:79ZQoLroAAQYHM9sJ1kbGh|218926|63|2021-04-11T17:43:46.310Z
Sufjan Stevens|spotify:artist:4MXUO7sVCaFgFjoTI5ox5c|The Only Thing|spotify:track:6Rt6KwuF7I8ZkdZG2G0bYr|284130|65|2021-04-11T17:42:51.709Z
Kidnap|spotify:artist:3PvqCbhNlq96JXxPszCMZT|Moments - Ben Böhmer & Nils Hoffmann Remix|spotify:track:4F6dlpCLyi8jWWFEjdxCQ0|250206|64|2021-04-11T17:38:09.675Z
Lane 8|spotify:artist:27gtK7m9vYwCyJ04zz0kIb|Road|spotify:track:6kckNpuM5oXZrObLExRg6d|238032|65|2021-04-11T17:34:00.655Z
Poolside|spotify:artist:5szdY7KaSi7epwyffrbV8c|Can't Stop Your Lovin'|spotify:track:71rfgWNHybad5pcXqcIOjA|237533|60|2021-04-11T17:30:04.839Z
Lana Del Rey|spotify:artist:00FQb4jTyendYWaN8pK0wa|Let Me Love You Like A Woman|spotify:track:1gxdWpeOUBpvB908fiZs4D|200661|76|2021-04-11T17:26:08.782Z
Lana Del Rey|spotify:artist:00FQb4jTyendYWaN8pK0wa|Let Me Love You Like A Woman|spotify:track:1gxdWpeOUBpvB908fiZs4D|200661|76|2021-04-11T17:22:55.803Z
Neil Young|spotify:artist:6v8FB84lnmJs434UJf2Mrm|Harvest Moon|spotify:track:5l9c6bJmzvftumhz4TMPgk|303213|72|2021-04-11T17:14:03.002Z
Rudimental|spotify:artist:4WN5naL3ofxrVBgFpguzKo|They Don't Care About Us (feat. Maverick Sabre & Yebba)|spotify:track:3vEoBqjc5ZmcD0IXp1cUFE|280946|39|2021-04-11T16:13:33.298Z
PJ Morton|spotify:artist:2FMOHE79X98yptp4RpPrt7|How Deep Is Your Love (feat. Yebba) - Live|spotify:track:3SjAiqAQ6sMmsJBeVw0nMf|210132|60|2021-04-11T15:46:11.078Z
Sam Smith|spotify:artist:2wY79sveU1sp5g7SokKOiI|No Peace|spotify:track:75TlwJ8oBgdq8P9kO7uVML|283294|56|2021-04-11T15:42:40.961Z
Ed Sheeran|spotify:artist:6eUKZXaKkcviH0Ku9w2n3V|Best Part of Me (feat. YEBBA)|spotify:track:5ug4vqGZ3eisGhY1IsziNX|243266|70|2021-04-11T15:37:57.638Z
Yebba|spotify:artist:1ooV8YZC1KbpEcrmI8WH0F|Where Do You Go|spotify:track:3pil7DXQmpnQcImkoF4wz1|237493|55|2021-04-11T15:33:54.354Z
Yebba|spotify:artist:1ooV8YZC1KbpEcrmI8WH0F|Evergreen|spotify:track:4UuwnKoOKWYYnerZKZMtvD|192933|58|2021-04-11T15:29:56.895Z
Yebba|spotify:artist:1ooV8YZC1KbpEcrmI8WH0F|Distance|spotify:track:08W9Md8HXeJrx3omSQE2NF|255794|59|2021-04-11T15:26:43.947Z
Lucky Daye|spotify:artist:5Vuvs6Py2JRU7WiFDVsI7J|How Much Can A Heart Take (feat. Yebba)|spotify:track:5SFssNXGjeOxdAnECfgttm|302240|70|2021-04-11T15:22:28.151Z
Neil Young|spotify:artist:6v8FB84lnmJs434UJf2Mrm|My My, Hey Hey (Out of the Blue) - 2016 Remaster|spotify:track:6VltRkmJbCTqgKrTHk4Ulw|227705|68|2021-04-11T15:14:57.144Z
Neil Young|spotify:artist:6v8FB84lnmJs434UJf2Mrm|Old Man - 2009 Remaster|spotify:track:16XeptMdlJTWWeIrwEAOvv|202146|69|2021-04-11T15:11:09.402Z
Neil Young|spotify:artist:6v8FB84lnmJs434UJf2Mrm|Harvest Moon|spotify:track:5l9c6bJmzvftumhz4TMPgk|303213|72|2021-04-11T15:07:47.345Z
Neil Young|spotify:artist:6v8FB84lnmJs434UJf2Mrm|Harvest Moon|spotify:track:5l9c6bJmzvftumhz4TMPgk|303213|72|2021-04-11T15:02:41.002Z
Neil Young|spotify:artist:6v8FB84lnmJs434UJf2Mrm|Harvest Moon|spotify:track:5l9c6bJmzvftumhz4TMPgk|303213|72|2021-04-11T14:59:26.743Z
Neil Young|spotify:artist:6v8FB84lnmJs434UJf2Mrm|Harvest Moon|spotify:track:5l9c6bJmzvftumhz4TMPgk|303213|72|2021-04-11T14:00:52.735Z
Gianni Romano|spotify:artist:3GmVE58jiOKqS4WHGsxzCK|Down Down Down - Mhe Remix|spotify:track:7ioytCf95URx2afXlCJBS0|290768|34|2021-04-10T20:34:31.317Z
Hayden James|spotify:artist:4csQIMQm6vI2A2SCVDuM2z|Favours|spotify:track:4paNNGZD8qM134qqdiCEeI|234743|58|2021-04-10T20:30:33.692Z
Sonny Fodera|spotify:artist:39B7ChWwrWDs7zXlsu3MoP|To Love (feat. Shannon Saunders)|spotify:track:6JjvOQ9fzmltytSQS14PHg|259658|58|2021-04-10T20:26:40.711Z
Just Kiddin|spotify:artist:4bazJLWIv8CuqmgxJRiGqo|Body Talk|spotify:track:1iiuYKdJrhOWt2LwSTyiVx|196023|48|2021-04-10T20:22:22.765Z
Miguel Migs|spotify:artist:6sqqGHyJ1Dnt1qKKe9iGAi|Breakin' It Down|spotify:track:0niIl5noAbDrXC6sJ0F3zO|383933|46|2021-04-10T20:19:08.708Z
Alex Hook|spotify:artist:5crDtS0zvUv8JInPEHiige|Right Now - Original Mix|spotify:track:6uaKbpJpqnjzcj1QSnXzMr|314196|41|2021-04-10T20:12:45.586Z
Stevie Ray Vaughan|spotify:artist:5fsDcuclIe8ZiBD5P787K1|Texas Flood - Live at Ripley's Music Hall, Philadelphia, PA, Oct. 20, 1983|spotify:track:12Brd1KzWDPmzgC5FaUZA2|600506|37|2021-04-10T05:20:09.814Z
Stevie Ray Vaughan|spotify:artist:5fsDcuclIe8ZiBD5P787K1|Pride And Joy - Live at Ripley's Music Hall, Philadelphia, PA, Oct. 20, 1983|spotify:track:344f4ULzc3kj1LCaw01GKg|297213|33|2021-04-10T05:15:41.266Z
Stevie Ray Vaughan|spotify:artist:5fsDcuclIe8ZiBD5P787K1|Voodoo Child (Slight Return) - Live at Ripley's Music Hall, Philadelphia, PA, Oct. 20, 1983|spotify:track:3XSbH0qDqeHoBv1aiLIXEW|464573|37|2021-04-10T05:10:44.118Z
Stevie Ray Vaughan|spotify:artist:5fsDcuclIe8ZiBD5P787K1|So Excited - Live at Ripley's Music Hall, Philadelphia, PA, Oct. 20, 1983|spotify:track:0TTFxDRkMW8QE9JTP4xD0Z|257733|34|2021-04-10T05:02:59.483Z
Stevie Ray Vaughan|spotify:artist:5fsDcuclIe8ZiBD5P787K1|Testify - Live at Ripley's Music Hall, Philadelphia, PA, Oct. 20, 1983|spotify:track:6Jg0OJCfHprjaAqXEqCxvz|254573|33|2021-04-10T04:58:41.816Z
Stevie Ray Vaughan|spotify:artist:5fsDcuclIe8ZiBD5P787K1|Tin Pan Alley (AKA Roughest Place in Town) - 1982 Version|spotify:track:39sod67vZ21ZMHWg5sfbqW|457280|42|2021-04-10T04:54:27.276Z
Stevie Ray Vaughan|spotify:artist:5fsDcuclIe8ZiBD5P787K1|Tin Pan Alley (AKA Roughest Place in Town) - 1982 Version|spotify:track:39sod67vZ21ZMHWg5sfbqW|457280|42|2021-04-10T04:47:21.005Z
Stevie Ray Vaughan|spotify:artist:5fsDcuclIe8ZiBD5P787K1|Tin Pan Alley (AKA Roughest Place in Town) - 1982 Version|spotify:track:39sod67vZ21ZMHWg5sfbqW|457280|42|2021-04-10T03:24:39.017Z
Stevie Ray Vaughan|spotify:artist:5fsDcuclIe8ZiBD5P787K1|Lenny|spotify:track:0h4jHdNzUrV9eGR2PT5R8c|297373|58|2021-04-10T03:12:24.532Z
Stevie Ray Vaughan|spotify:artist:5fsDcuclIe8ZiBD5P787K1|Lenny|spotify:track:0h4jHdNzUrV9eGR2PT5R8c|297373|58|2021-04-10T03:07:33.006Z
Eagles|spotify:artist:0ECwFtbIWEVNwjlrfc6xoL|Desperado - 2013 Remaster|spotify:track:2TjnCxxQRYn56Ye8gkUKiW|213712|71|2021-04-10T03:07:06.045Z
Boz Scaggs|spotify:artist:46njgd2Rq9tZc4ZjeQMgbh|Sierra|spotify:track:2t3irXOH4riWOijW4YKTkf|321440|46|2021-04-09T18:29:20.366Z
Neil Young|spotify:artist:6v8FB84lnmJs434UJf2Mrm|Harvest Moon|spotify:track:5l9c6bJmzvftumhz4TMPgk|303213|73|2021-04-09T18:23:58.139Z
Boz Scaggs|spotify:artist:46njgd2Rq9tZc4ZjeQMgbh|Sierra|spotify:track:2t3irXOH4riWOijW4YKTkf|321440|46|2021-04-09T18:12:47.395Z
Neil Young|spotify:artist:6v8FB84lnmJs434UJf2Mrm|Harvest Moon|spotify:track:5l9c6bJmzvftumhz4TMPgk|303213|73|2021-04-09T18:07:25.438Z
Neil Young|spotify:artist:6v8FB84lnmJs434UJf2Mrm|Harvest Moon|spotify:track:5l9c6bJmzvftumhz4TMPgk|303213|73|2021-04-09T17:54:11.734Z
Bob Seger|spotify:artist:485uL27bPomh29R4JmQehQ|We've Got Tonight|spotify:track:3mj46XKJ2aEm1z7ZvbwyLi|281213|61|2021-04-09T17:49:08.012Z
Carole King|spotify:artist:319yZVtYM9MBGqmSQnMyY6|You've Got a Friend|spotify:track:1qhp5owrFGeZ5Jgin28nwR|308973|69|2021-04-09T17:42:44.478Z
Eagles|spotify:artist:0ECwFtbIWEVNwjlrfc6xoL|Peaceful Easy Feeling - 2013 Remaster|spotify:track:40h65HAR8COEoqkMwUUQHu|257962|70|2021-04-09T17:37:35.021Z
Fleetwood Mac|spotify:artist:08GQAI4eElDnROBrJRGE0X|Need Your Love so Bad|spotify:track:0zWiKnLuYHuAlWCvTs6l1r|235226|35|2021-04-09T17:33:16.552Z
Bonnie Raitt|spotify:artist:4KDyYWR7IpxZ7xrdYbKrqY|I Can't Make You Love Me|spotify:track:69uJi5QsBtqlYkGURTBli8|332960|68|2021-04-09T17:29:20.869Z
Stevie Ray Vaughan|spotify:artist:5fsDcuclIe8ZiBD5P787K1|Pride and Joy|spotify:track:1a2iF9XymafjRk56q7oCxo|219586|68|2021-04-09T17:23:47.443Z
Van Morrison|spotify:artist:44NX2ffIYHr6D4n7RaZF7A|Someone Like You|spotify:track:4beWEVoUbjSziAFPy8voaF|249626|62|2021-04-09T17:20:07.322Z
Gary Moore|spotify:artist:23wr9RJZg0PmYvVFyNkQ4j|Still Got The Blues|spotify:track:0DnGfA1r8pAssJCuq4ojla|370866|69|2021-04-09T17:15:57.200Z
Eagles|spotify:artist:0ECwFtbIWEVNwjlrfc6xoL|I Can't Tell You Why - 2013 Remaster|spotify:track:02BsTeJE4q5gWOTt58ur5U|295049|66|2021-04-09T17:09:45.898Z
B.B. King|spotify:artist:5xLSa7l4IV1gsQfhAMvl0U|The Thrill Is Gone|spotify:track:3cg0dJfrQB66Qf2YthPb6G|301133|65|2021-04-09T17:04:50.381Z
Eric Clapton|spotify:artist:6PAt558ZEZl0DmdXlnjMgD|Wonderful Tonight|spotify:track:6zC0mpGYwbNTpk9SKwh08f|225026|78|2021-04-09T16:59:49.004Z
Khalil Fong|spotify:artist:1YrtUPrWcPfgdl9BaD9nhd|Nothing's gonna change my love for you|spotify:track:20WIExWA0CPJ92x9jm7hNR|209440|59|2021-04-09T16:53:35.765Z
Olivia Ong|spotify:artist:4kcLQfpkqAt5AdNlZZNSDd|海枯石爛|spotify:track:36oZLNDuowTX0LCu3prwgH|232693|45|2021-04-09T16:47:34.914Z
Elva Hsiao|spotify:artist:6yTAPw3o7oDH7lhj34jvbH|當你和心跳一起出現|spotify:track:6DEA35DwyIMDIuELM4JD3w|250180|43|2021-04-09T16:43:41.595Z
Tia Ray|spotify:artist:70paW48PtCtUjtndElrjrL|阿楚姑娘|spotify:track:3hd7vLFZ1CEj16Pnmx8ZrA|248828|42|2021-04-09T16:39:31.057Z
Jacky Cheung|spotify:artist:1Hu58yHg2CXNfDhlPd7Tdd|你的名字 我的姓氏|spotify:track:5EXFP96IEtC5zdDvb8yZG8|301533|55|2021-04-09T16:35:21.830Z
Eric Chou|spotify:artist:5fEQLwq1BWWQNR8GzhOIvi|以後別做朋友|spotify:track:7zyYmIdjqqiX6kLryb7QBx|260573|62|2021-04-09T16:30:19.770Z
YUAN|spotify:artist:3xPXAe15gml6ZkVJrb2KCn|China-E|spotify:track:2Oqai8Lh4m4hY5eL73Oz6U|204552|22|2021-04-09T16:25:58.685Z
Hebe Tien|spotify:artist:14bJhryXGk6H6qlGzwj3W5|小幸運|spotify:track:1ZeVIrCWzEmsJexkrgvjFv|265521|63|2021-04-09T16:22:33.611Z
A-Mei Chang|spotify:artist:6noxsCszBEEK04kCehugOp|連名帶姓|spotify:track:4a5FvWpFaCs3YOzEnnpgR0|333549|59|2021-04-09T16:18:07.621Z
Gentle Bones|spotify:artist:4jGPdu95icCKVF31CcFKbS|I Wouldn't Know Any Better Than You|spotify:track:3K8tRD2Prik7FXbD8lZ6DC|151041|61|2021-04-09T16:12:33.702Z
Khalil Fong|spotify:artist:1YrtUPrWcPfgdl9BaD9nhd|Nothing's gonna change my love for you|spotify:track:20WIExWA0CPJ92x9jm7hNR|209440|59|2021-04-09T16:10:02.035Z
Jay Chou|spotify:artist:2elBjNSdBE2Y3f0j1mjrql|晴天|spotify:track:0F02KChKwbcQ3tk4q1YxLH|269746|63|2021-04-09T16:06:32.110Z
Janice Vidal|spotify:artist:68gYAqni9tSrACmLCp4qoM|Way Back Into Love|spotify:track:4ZkvhcZJxl1d1YtVH9HcIt|268538|51|2021-04-09T16:02:01.904Z
Eric Chou|spotify:artist:5fEQLwq1BWWQNR8GzhOIvi|你,好不好? - TVBS連續劇【遺憾拼圖】片尾曲|spotify:track:2gug6MRv4xQFYi9LA3PJCS|287306|66|2021-04-09T15:57:32.836Z
Yoyo Sham|spotify:artist:2OrCYFzQYE1TmevdYARnU1|追光者 (電視劇《夏至未至》插曲)|spotify:track:0F4IKZU7I3tWXyJIlqhtqU|235833|62|2021-04-09T15:52:45.042Z
Eason Chan|spotify:artist:2QcZxAgcs2I1q7CtCkl6MI|我們 - 《後來的我們》電影主題曲|spotify:track:0Uf0SvwUrf02ucIt1d0Wos|260878|59|2021-04-09T15:48:48.714Z
Gentle Bones|spotify:artist:4jGPdu95icCKVF31CcFKbS|Be My Ocean|spotify:track:6CsbniEMwV9GizQBujF7HJ|153087|50|2021-04-09T15:44:27.362Z
Joanna Wang|spotify:artist:1km0aro5NJuoX5dE0Mub5C|I Love You(OT: 愛很簡單) - OT: Ai Hen Jian Dan|spotify:track:0cCyZJI41K21h1feG0oGVK|316666|51|2021-04-09T15:41:53.782Z
Waa Wei|spotify:artist:190bkHbFrRvEhcB7Zpuv3y|Don't cry Don't cry - 公視:你的孩子不是你的孩子 主題曲|spotify:track:7LlO2rFwj4npAw1m0Rfgfv|304066|45|2021-04-09T15:36:36.630Z
Eric Chou|spotify:artist:5fEQLwq1BWWQNR8GzhOIvi|I See You Everywhere|spotify:track:5Dg8ls0df2DPRTEfKKFAwX|243600|60|2021-04-09T15:31:32.068Z
Olivia Ong|spotify:artist:4kcLQfpkqAt5AdNlZZNSDd|Close to You|spotify:track:4zQnzaUMxtpS8y7gO33PqF|243693|54|2021-04-09T15:27:27.982Z
Khalil Fong|spotify:artist:1YrtUPrWcPfgdl9BaD9nhd|Wonderful tonight|spotify:track:5PZJxhLQ34IbwrB6VDVSnz|224066|52|2021-04-09T15:23:23.801Z
Eason Chan|spotify:artist:2QcZxAgcs2I1q7CtCkl6MI|愛情轉移(國)|spotify:track:5geqxGTn2dFte1KywqcXYq|259986|50|2021-04-09T15:19:38.788Z
Tanya Chua|spotify:artist:376pcuw4IgWBMOUwCr8kIm|達爾文|spotify:track:5DXt0rgXsJPkU6sBCh4L4J|265106|51|2021-04-09T15:15:18.298Z
Joey Yung|spotify:artist:2zzKlxMsKTPMsZacZCPRNA|揮著翅膀的女孩|spotify:track:3ckCH7YwSzzB88FAnPbaQ2|186042|25|2021-04-09T15:10:51.697Z
Jolin Tsai|spotify:artist:1r9DuPTHiQ7hnRRZ99B8nL|倒帶|spotify:track:4XipvtwRgtUrGb2j2l0wNG|266146|54|2021-04-09T15:07:45.172Z
Sodagreen|spotify:artist:3WYT2b8pOLsLsqSaoWYr7U|無與倫比的美麗|spotify:track:2UwbKIkGPgTPdp7CVx1Dok|306666|49|2021-04-09T15:03:18.526Z
Sodagreen|spotify:artist:3WYT2b8pOLsLsqSaoWYr7U|小情歌|spotify:track:4FhJ7YSRxATHnaRg4nGs6t|273573|60|2021-04-09T14:58:11.391Z
吳青峰|spotify:artist:5a5vu4RzsAHdKN0aYyblZ8|起風了|spotify:track:5Mm2tDgfdyaXhR3WqQykrf|313565|56|2021-04-09T14:53:37.319Z
JJ Lin|spotify:artist:7Dx7RhX0mFuXhCOUgB01uM|修煉愛情|spotify:track:190kU2WKyIzx9XaBjfWRPk|287000|61|2021-04-09T14:48:23.306Z
JJ Lin|spotify:artist:7Dx7RhX0mFuXhCOUgB01uM|那些你很冒險的夢|spotify:track:5kZDxLcbqglZ2yYXg4Mkjc|244470|64|2021-04-09T14:41:11.889Z
Joanna Wang|spotify:artist:1km0aro5NJuoX5dE0Mub5C|我只在乎你|spotify:track:1pcZb0aRgcoiv6JuHBhb6b|269506|50|2021-04-09T14:37:06.941Z
Diana Wang|spotify:artist:6qMCbcnBinopCiiCrKQlF3|Home|spotify:track:2NZahxngwFLh73G9JnIqOj|237887|57|2021-04-09T14:32:37.014Z
Wanting|spotify:artist:2OC4lXfGEKZkbmRCcf2vTq|Drenched|spotify:track:3KJeDxoqSEQD5qbTnWxtrt|236600|54|2021-04-09T14:28:38.557Z
Khalil Fong|spotify:artist:1YrtUPrWcPfgdl9BaD9nhd|Nothing's gonna change my love for you|spotify:track:20WIExWA0CPJ92x9jm7hNR|209440|59|2021-04-09T14:24:41.519Z
Eason Chan|spotify:artist:2QcZxAgcs2I1q7CtCkl6MI|愛情轉移(國)|spotify:track:5geqxGTn2dFte1KywqcXYq|259986|50|2021-04-09T14:21:11.561Z
Tanya Chua|spotify:artist:376pcuw4IgWBMOUwCr8kIm|達爾文|spotify:track:5DXt0rgXsJPkU6sBCh4L4J|265106|51|2021-04-09T14:16:51.068Z
Joey Yung|spotify:artist:2zzKlxMsKTPMsZacZCPRNA|揮著翅膀的女孩|spotify:track:3ckCH7YwSzzB88FAnPbaQ2|186042|25|2021-04-09T14:12:25.490Z
